,keyword,comments,polarity
0,service,"Your apps experience Good but light bill, telephone bill, postpaid bill, Insurance premium, Money transfer, Book my show and PVR, bus booking, Mobile recharge, DTH all services available and cash back offer total service your tata neu apps",0.3
0,service,Query was not clarified and misinformation about neu coins that you get minimum assured coins on transactions via tata neu app or web. The customer service agent was not aware of the fact written in faq that neu coins are assured on all transactions via tata neu app,-0.125
0,service,Good Customer service.,0.7
0,service,Very poor service. My Tata 1 mg cash is not converted to Neu Coins. Only empty promise by your call center rep. You have cheated my earned 1mg cash of â‚¹ 164.,-0.18
0,service,"Though the App integrates all Tata Brands, operational integration to meet even the current standards (and hence customer expectation) is a long way. Case in point: Big Basket allows to order upto 10 pm ist and still deliver next day morning at 6 am. It does not happen when ordering the same on Tata Neu, though it says, rather claims its powered by Big Basket. If that was the case, I, as a customer, would have seen the same service levels. Will continue to experiment and hope that the current service levels are maintained at the very least.",-0.04888888888888889
0,service,Very bad service,-0.9099999999999998
0,service,Very slow service,-0.39000000000000007
0,service,"I visited the Croma store at Vasant Kunj to purchase two Voltas Air Conditioners. I requested the bill to be made with my GST so I could claim the benefit. While making the bill I was informed that they couldn't enter my full name as the records, entered by someone at a Croma store while making a purchase earlier, had been registered with just my surname. What started then was a process that would put even the most leaden-footed bureaucracies to shame. First I was told to download the TATA Neu app and asked to change my name there. When the app didn't respond, I was informed that it takes only three characters and the name will have to be changed by calling customer care. I called customer care and had Mr. Mahesh attend the call who was very receptive. He asked me to email my Adhar Card and then issued me a ""ticket"". This email was sent at 7 PM and at 12.54 AM I received an email from Mr. Amit Shah asking me to send a Government Approved ID. This was most strange as this email was in response to the email in which I had sent the Adhar Card as an attachment. On calling customer care I was told by Ms. Simran that the Adhar card had not been received. When I asked her to check the mail trail she acknowledged the fact that the Adhar Card was indeed there. This entire episode highlights alarming lacunae in the processes followed by Croma and the TATA team. First was the sheer laziness on part of the Croma employee who did not fill in my details in the records properly thus putting the onus completely on the customer, namely me, to get the mistake rectified. The second more appalling one was how two different executives from customer service FAILED to notice the attachment sent delaying the rectification further.",0.08249999999999999
0,service,Improve your services,0.0
0,service,"I visited the Croma store at Vasant Kunj to purchase two Voltas Air Conditioners. I requested the bill to be made with my GST so I could claim the benefit. While making the bill I was informed that they couldn't enter my full name as the records, entered by someone at a Croma store while making a purchase earlier, had been registered with just my surname. What started then was a process that would put even the most leaden-footed bureaucracies to shame. First I was told to download the TATA Neu app and asked to change my name there. When the app didn't respond, I was informed that it takes only three characters and the name will have to be changed by calling customer care. I called customer care and had Mr. Mahesh attend the call who was very receptive. He asked me to email my Adhar Card and then issued me a ""ticket"". This email was sent at 7 PM and at 12.54 AM I received an email from Mr. Amit Shah asking me to send a Government Approved ID. This was most strange as this email was in response to the email in which I had sent the Adhar Card as an attachment. On calling customer care I was told by Ms. Simran that the Adhar card had not been received. When I asked her to check the mail trail she acknowledged the fact that the Adhar Card was indeed there. This entire episode highlights alarming lacunae in the processes followed by Croma and the TATA team. First was the sheer laziness on part of the Croma employee who did not fill in my details in the records properly thus putting the onus completely on the customer, namely me, to get the mistake rectified. The second more appalling one was how two different executives from customer service FAILED to notice the attachment sent delaying the rectification further.",0.08249999999999999
0,service,Fast service,0.2
0,service,I am using 1 mg from past 2 years. Never faced this issue and recommended this to many. But this time the service is unsatisfactory. My 1mg coins were deducted automatically and not converted into neu coins. I am mailing since so many days and talked to customer care as well but query not resolved.,0.25
0,service,My query was solved by your customer service in a very professional way thanks,0.165
0,service,"If It takes so many follow ups to update a mobile number, I am not sure about the other services which are In the tray.",0.041666666666666664
0,service,"Very bad experience while chatting with customer care service,",-0.9099999999999998
0,service,"The support is good, problem is with the the service and product. Buying experience at both Tata Neu and Croma were underwhelming. Tata Neu fails to complete payment and Croma always succeeds to show products as available until you complete the payment.",0.25
0,service,Waste service payment management once got failure it should be credited in my account but ur taking 24 hrs what's that . if after purchasing I can pay after 24 hrs it's okay for the company.,-0.005555555555555573
0,service,Worst service,-1.0
0,service,Customer service is very poor,-0.52
0,service,Worst service,-1.0
0,service,"Useless and worst service from Tata neu Im followup with customer care about my issue since 7 days But no one one is responding still they dont know even though im provided with case id also If any rating below zero, im ready to give you That is the service i got from tata neu customer service",-0.43333333333333335
0,service,Poor service,-0.4
0,service,Good customer care service,0.7
0,service,Even after purchasing in thousands from Croma the points didnâ€™t get credited to the Tata Neu points. Have been following up with the customer service for past few weeks but NO RESPONSE. Totally frustrated.,-0.2875
0,service,Sabko bol dunga mat use Karo ye app. Sab chor hai. Maine headphones order kiya tha. Delivery nahi hui aur 14 April ko msg bhej diya . Apka parcel deliver ho gaya. Tab se ab tak mai call karke puch raha hu. Lekin koi jawaab nahi de rahe hai. Bas gol gol ghuma rahe hai. Hire authority ko bheja hai apka complaint. Investigation chal raha . Bad app Bad service .,-0.5666666666666665
0,service,Bakvas service,0.0
0,service,"Pathetic cand worst, never going to recommend anyone and it issue to your customer service.",-1.0
0,service,Very patient services,0.2
0,service,not happy with the customer care service,-0.4
0,service,Good service,0.7
0,service,This feedback is only for the agent she is following her instructuons but when it comes to service it is 0 i dint receive my tata neo coins,0.0
0,service,Worst services and response. Not recommended,-1.0
0,service,I dont want to talk about your customer service experience because its really pathetic and waste of time,-0.6
0,service,Don't read messages and mails just give templates replies worst service,-1.0
0,service,You guys don't even know how to cancel users order completely dumb and useless services,-0.4375
0,service,There was no call no connect by any service executive,0.0
0,service,Have not yet got the reply for my queries. How do i rate your service.,0.0
0,service,My query about change in date format in anniversary date has not been paid attention to. Poor customer service.,-0.4
0,service,Poor service by Tata Neu team.,-0.4
0,service,"It's more than 27 hours since i make the payment for the recharge and till now your team have no update for me. Why I am being the test subject for your experiments. Why I am paying the cost of your Technical issue or your incapability to provide service. If you can't do the service tell me straight forward and refund my amount, no hard feelings at least in that way I won't be suffering or wasting my time and energy",0.06319444444444447
0,service,I have not interacted with any customer service representative of Tata Neu. Looks like some issue with your system.,0.0
0,service,Your delivery service very bad,-0.9099999999999998
0,service,"1. My location is pincode 144602. May please write Whether services are available or not here, if not, then how long it will take. 2. Item put in the cart was not not showing. 3. It is very difficult to understand and use the APP. 4. Card details entered but system does not allow to make payments. 5. APP needs too much improvement tomake it user friendly. 6. Chat help is not good. And so on and so forth.",-0.012499999999999992
0,service,1. In reply complaint ref no not quoted. 2. No solution to. complaint coins not credited. 3. Non standard application. 4. Useless customer service. They need to be watched and replaced. Reply like we have further forwarded complaint is no solution.,-0.23333333333333336
0,service,"Not expected from TATA, very bad service. Service rep was not undersatnding my issue. To be in competeive world need much improvements.",-0.2199999999999999
0,service,"Service of your tata neu is strongly worst. Even customer care executive don't know what problem I'm facing, even I sent him screenshot of my problems. I think Tata neu should pay attention on their services otherwise many hopeful costumer leave this platform becouse of worst service.",-0.5
0,service,"There was no service received, neither call received",0.0
0,service,There was no call received from customer service centre,0.0
0,service,There was no call received from customer service centre,0.0
0,service,It takes too much time to sort out my issue. Still it is pending. Very very pathetic service,-0.4
0,service,Payment process was abruptly aborted automatically. Customer service representative was not having the information about this even though it was provided in the chat prior to the representative join the conversation. The response was also very slow.,-0.17166666666666672
0,service,"Customer Service Representative not at all understanding my issue. I am still trying to reach them but they are not responding to my mail. As being a TCS employee, I really feel bad about the service provided by the TATA Neu platform.",-0.24999999999999992
0,service,No proper response and clarification from the service team.,0.0
0,service,Very bad service,-0.9099999999999998
0,service,Very very worst service,-1.0
0,service,Very bad service,-0.9099999999999998
0,service,"worst service, no resolution provided",-1.0
0,service,Worst customer service. i request Tata to close this Neu app immediately,-1.0
0,service,Pathetic service,-1.0
0,service,Very bad service. Misguided me.,-0.9099999999999998
0,service,As committed buy your customers care executive vinit itâ€™s confirmed that i have 5% neu point but I didnâ€™t receive so i m not satisfied with your over all services,0.07500000000000001
0,service,Very bad service,-0.9099999999999998
0,service,"Online Order was placed on 12.04.2022on Tata Neu . Material delivered on 15.04.2022 however the date of delivery was upto 14.04.2022. Till date (20.04.2022) AC has not been installed and no communication regarding installation . Contacted customer service representative many times but they are not even able to tell me whether installation of AC shall be done by the representative of Croma or not. And if yes, then when it will be installed. Very P athletic conditions and against the brand name. On the site of croma(Tata Neu) the installation date was from 48-72 Hrs. Now , even I canâ€™t return the product.",0.39999999999999997
0,service,Need to improve the product to reduce the calls to customer service.,0.0
0,service,"Very bad experience, still not received the update on my order. Very pathetic service.",-0.9549999999999998
0,service,"The customer services is wrost. . I am not able to make upi id, not able to use emi card, personal loan. So why this app is made for.",-0.16666666666666666
0,service,"Pathetic service, you duped me of 19999",-1.0
0,service,3 class service,0.0
0,service,Worst service ever,-1.0
0,service,When my recharge not done customer service not reacting properly,0.0
0,service,My problem was not resolved . Tata 1 mg have looted my 1043 rupees worth 1mg cash . The customer service executive was absolutely dumb .,-0.037500000000000006
0,service,poor service,-0.4
0,service,V poor service u,-0.4
0,service,"My mobile no is already registered by some other name. I am not able to change the name, nor am able to enter any details like DOB. Two mail communications with Neu were also futile. So I deleted the application also. Poor service from TATA group surprisingly.",0.08499999999999999
0,service,Highly disappointing service,-0.6
0,service,Non challant attitude of service executive.,0.0
0,service,best services,1.0
0,service,No one from customer service contacted me.,0.0
0,service,Very poor customer service. Every time there is issue with Neucoins.,-0.52
0,service,Very poor service,-0.52
0,service,Personal loan approval but not received my Bank account disbursal customer service representative not,0.0
0,service,Issue was not resolved. Just False assurances. The experience has been very painful. Regret ordering on Tata Neu App. Thanks to your poor service I have missed my interview for which I had ordered the product. Pathetic service and customer support. People lie blatantly without any knowledge of how to resolve the issue,-0.5016666666666667
0,service,Customer service is not good,-0.35
0,service,Worst service no solution only one answer 72 hour's,-0.5
0,service,Very worst service no solution only one answer 72 hour's,-0.5
0,service,Very worst service no solution only one answer 72 hour's,-0.5
0,service,Itni kharab service kavi nahi dekhi.,0.0
0,service,Very bad customer service and support. Tata Neu is Least bothered about serving the customer on time. I have been left to suffer. And worst is that Tata Neu is shamelessly inconsiderate about the inconvenience they have caused to me.,-0.5525
0,service,very much disappointed with your service. its been 3 days since I did a recharge. still pending. no refund,-0.75
0,service,"My Electricity bill transaction was made on 13th Apr but till showing pending. I had chat with customer service he was told my issue will resolve with 72 hours. But now overed more than 72 hours, till my issue not resolved. Please return my amount I will pay my bill with other apps. Very bad experience.",-0.13374999999999995
0,service,Never seen this type service. disgusting .,-1.0
0,service,Very worst service no solution only one answer 72 hour's,-0.5
0,service,Worst service from tata,-1.0
0,service,Not happy bcse of very late service as i hv send so many email for my disbursement of personal loan & still not disbursed in my bank account. not happy at all with Tata Finance Sorry to say,-0.19833333333333333
0,service,no one given any reply worst customer service. whty am not getting rewars for the purchase iphone 13,-1.0
0,service,I don't know how u cater other customers but for me it was bad experience with this application. Nothing worked just my time & data wasted. Please build strong customer care service.,-0.14791666666666664
0,service,The problem is not with the customer service . the problem is with the app itself . Firstly fix the problem i cant add my bank details tried so many times The bank sms verfication will success but unable to add fetch (link) bank every time its get failed,0.010000000000000009
0,service,"Pathetic service, most of the time customer support agent can't understand the customer's concern and they just try to trick customer by saying we have forwarded this issue but in real they never escalate any issue to the relevant team",0.02500000000000001
0,service,"Everytime new support executive respond to the same issue with new timeline and excuses for technical glitches without any explanation. The replies look to be very general and without any thoughts on the problem. My first purchase experience too bad to forget, doesn't expected such services from a organisation of TATA. Technical glitches are normal for new launching but the customer support team should be proactive and provide real solutions rather than providing standard copy paste response.",0.01957792207792209
0,service,Very worst service no solution only one answer 72 hour's,-0.5
0,service,"I'm dissatisfied with the service provided to me. Even after paying money online, I had to wait for 3 days just to get a response form query. I didn't waited for 3 days just to get a refund. How do I recommend this app to someone else when even employees of Tata group are facing these kind of issues.",0.6
0,service,Very poor customer services,-0.52
0,service,The query is not resolved and also despite requesting multiple times. I am getting no call back. Really poor service. Not expected this from Tata,-0.08750000000000001
0,service,"Worst service,worst app, i will delete this app, once my refund is back",-0.5
0,service,They are not able to solve a simple technical problem in 10 days. Very bad service.,-0.2899999999999999
0,service,They are not able to solve a simple technical problem in 10 days. Very bad service.,-0.2899999999999999
0,service,Very worst service no solution only one answer 72 hour's,-0.5
0,service,Pathetic and horrible customer service,-1.0
0,service,"Very poor service here onwards I'm not in use and also not recommended to others very poor and bad ,worst application",-0.6849999999999999
0,service,"Customer service is very pathetic, they can only speak one thing rather than giving solution and that is please wait for some tiem",-0.5
0,service,Worst services Not responding I will asking questions but not reply the answers,-1.0
0,service,Very poor service and very slow for resolution,-0.45500000000000007
0,service,Worst customer service,-1.0
0,service,Very worst service no solution only one answer 72 hour's,-0.5
0,service,"My refund is stuck for around 20 days, No confirmation regarding success of return and initiation of refund. Worst possible service.",-0.2333333333333333
0,service,Very worst service no solution only one answer 72 hour's,-0.5
0,service,Disgusting to get in touch with the customer service people in here.,-1.0
0,service,Third class service,0.0
0,service,"I spoke to Swetha, escalated to her manager Shubangi and later even followed up with Diana. Despite all this, I am yet to get a confirmation on when my return items will be picked up. I have called more than six times to customer service but not received a single follow up call from them.",0.14285714285714288
0,service,"Pathetic customer service. Very unprofessional. Neucoins take so much time to be credited. Why should customers have to pursue these basic things. The moment the order is delivered, the neucoins should be delivered. Also, looks like the support executives don't even know which offers are going currently.",-0.08333333333333336
0,service,very bad service in tata neu,-0.9099999999999998
0,service,Really worst service and feel shameful,-1.0
0,service,Very worst service no solution only one answer 72 hour's,-0.5
0,service,"Poor app, poor service",-0.4
0,service,Worst service,-1.0
0,service,Pathetic service,-1.0
0,service,"you have bunch of stupid useless people -- close down your customer service and shut down your TATA NUE App and Tata Digital company --- YOU ARE BUNCH OF USELESS FELLOWS -- YOU SHOULD ALL BE FIRED ---- Ticket Id#831369 ---- than there is ticket ID from Croma -- SR22042201534"" --- Since last 4 days -- I paid huge some of money of 44990 --- I paid to buy AC --- neither they give AC nor my money Back -- ALL YOU GIVE IS PAIN --- VERY DEEP PAIN --- CUstomer is suffering with Mental Torucher --- I paid your company and purchased Headache --- BIG HEADACHE --- THAT IS WHY I SAY -- CLOSE THIS TATADIGITAL business",-0.15092592592592594
0,service,Not a good service,-0.35
0,service,Worst service,-1.0
0,service,I think You have to allow your services in my location at Mumbra Thane-400 612,0.0
0,service,"UPI registration issue not yet resolved and ticket was closed, also asking for customer service rating before the resolution.",-0.1
0,service,"The fact that Tata Neu only reached out to me after 4 chat message discussions with customer service reps and 1 call itself says a lot worse about Tata Neu CS. I also have an inkling to why this could be happening. When I first palced a replacement request no one listened. and when I asked for cancellation and refund it was immediately picked up within 12 hours. 1. You never had a replacement product. 2. You knew that this product was substandard (pack was June 2020. i,. e almost 2 yr old lying unsold in a godown in gujarat) and hence it was offered at an attractive price to clear it off. 3. Yet it was sold as new. 4. If you had a replacement product (for which I was eleigible and I had even asked for) then you would have immediately categered for it. Check now the prices of this model is rs. 9999/- which you were aware of so were waiting till I get irritated and ask for cancellation & for a refund. I knew how this industry works. Just that Ididnt expect a Tata Company to behave like all others. Since you have I wil not treat you with the same respect as earlier. Its been a very unsavoury experience on the service part. Since I dont want to complain and share my experience on social media as I still love the brand Tata, the least I can do is share here with the customer service . Request to let it reach the head of CS. Tata Neu didnt live up to Neu. Nothing new in Neu.",0.12140151515151515
0,service,"The fact that Tata Neu only reached out to me after 4 chat message discussions with customer service reps and 1 call itself says a lot worse about Tata Neu CS. I also have an inkling to why this could be happening. When I first palced a replacement request no one listened. and when I asked for cancellation and refund it was immediately picked up within 12 hours. 1. You never had a replacement product. 2. You knew that this product was substandard (pack was June 2020. i,. e almost 2 yr old lying unsold in a godown in gujarat) and hence it was offered at an attractive price to clear it off. 3. Yet it was sold as new. 4. If you had a replacement product (for which I was eleigible and I had even asked for) then you would have immediately categered for it. Check now the prices of this model is rs. 9999/- which you were aware of so were waiting till I get irritated and ask for cancellation & for a refund. I knew how this industry works. Just that Ididnt expect a Tata Company to behave like all others. Since you have I wil not treat you with the same respect as earlier. Its been a very unsavoury experience on the service part. Since I dont want to complain and share my experience on social media as I still love the brand Tata, the least I can do is share here with the customer service . Request to let it reach the head of CS. Tata Neu didnt live up to Neu. Nothing new in Neu.",0.12140151515151515
0,service,Very bad product concept I already had spend Ihcl more then 1 lakh still my membership is copper instead of silver Very very bad service and helpless customer care Please call me :- 7302434628,-0.4399999999999999
0,service,"Customer service support is too irritating, not able to understand and resolve query.",-0.325
0,service,Very very exllant service I'm fully satisfied thanks all,0.32
0,service,"Worst service seen ever, chat support was not able to give resolution they just no listening just replying scripted answers and call support was a father of this he put the call on hold. I mean great. I thought i m lucky i didn't ordered costly product. Thanks for the worst support",-0.17559523809523808
0,service,Itâ€™s been more then 10 days my issue not yet resolved still am following up with customer team they are providing very poor and worst customer service,-0.255
0,service,Very bad customer service,-0.9099999999999998
0,service,"Third Class CC service by TATA s , ths is india's No, third Class Service. Executive giving answer without knowing any thing about therir product. Not answering mail after many reminder. Solver half problem and creat another problem. you creaate mess after launching Tata Neu App. my issue is still there and you create another one.",0.031666666666666676
0,service,Pathetic service,-1.0
0,service,Worst customer service. resolution not provided even after 12 days,-1.0
0,service,Nice services tendered by your company.,0.6
0,service,Stop my concern is as it is no solution your service is pathetic you people are pathetic,-1.0
0,service,poor services pathetic. Tata name is just a gas no solid.,-0.4666666666666666
0,service,Ticket not resolved even after 12 days. Pathetic service.,-1.0
0,service,Worst service,-1.0
0,service,Your app is too slow . Customer care service also needs improvement.,-0.30000000000000004
0,service,Worst service levels,-1.0
0,service,Pathetic customer service pushing from Croma to Fuji and back and forth I have been robbed of 7000/- for the product that has been misguided by the store representative and resulted in out of warranty damage as you guys claim.,-0.5
0,service,Very bad service,-0.9099999999999998
0,service,Poor service i never recomend to any one to instal your app because i had face a very bad experience,-0.6549999999999999
0,service,Very poor service,-0.52
0,service,My problem was not solve very worst service,-1.0
0,service,I have purchase on 14.04.2022 and at the time placing order amount deduct but still refund not done. Customer service is saying wait for more time.,0.5
0,service,Very bad experience with Big Basket's service and issue resolution process,-0.4549999999999999
0,service,Your service is best,1.0
0,service,Very worst service,-1.0
0,service,Absolutely worse customer care service and the app is absolutely of no use,-0.25
0,service,Worst service provided for my first service done. I would not recommend to anyone and lost my trust about them,-0.375
0,service,Worst ever service and delivery,-1.0
0,service,Amount deducted from my account and not refunded after 15 days though complained multiple times. Worst service experienced in my life.,-0.125
0,service,Poor service i never recomend this app to anyone and also help others to dont waste your time and give details to this aap all fraud,-0.30000000000000004
0,service,Poor customer service and overall experience I regret using tata neu,-0.2
0,service,Most disappointing customer service. useless service.,-0.19999999999999998
0,service,Good customer care service,0.7
0,service,Poor service .,-0.4
0,service,Excellent service,1.0
0,service,very bad service in tata neu,-0.9099999999999998
0,service,"Very very poor service, because i am still waiting for money which is not a small amount",-0.1975
0,service,"I am really disappointed with this service because I got qik card of 1lakh limit and 50k personal loan limit but I am unable to take benifit of single one thing and no one responding just say forwarding your case to concern department and heighlite your case but they do nothing , total waste on the name of digital process.",-0.2173469387755102
0,service,"I did not want to, but have already uninstalled the app since my problem was not resolved or responded till date and nor did the customer service representative seemed interested to resolve it.",0.25
0,service,Very poor service. The customer service promise something and in spite of that we have to call up again and send reminders on mails without receiving any resolution. How long does it take for them to send me my Taj coupons.,-0.28500000000000003
0,service,"Have raised an issue nearly a month back and it is not resolved till date, how can I be satisfied with your customer service",0.19999999999999998
0,service,Tata Neu and its affiliates have to really work hard on bring their return process to a level where you can really compete with the likes of Amazon. Your logistics partner Ekart is really bad when it comes to picking up a product. I placed two return requests on April 22 and they got picked yesterday. I wasted my whole weekend waiting for Ekart's executive to pick up my stuff and NO ONE turned up. This is highly disappointing. To top it off the customer service executive very calmly said it normally takes 3 working days to pick a product from data of initiation. Disappointed to the max.,-0.08196969696969694
0,service,Third class service. No proper response.,0.0
0,service,No one called or contacted me. Sad Tata Neu is tooo bad. Poorest ever service seen in my life.,-0.5999999999999999
0,service,App user friendliness itself needs quite a bit of improvement. Also if possible a same day delivery would be great for items which are picked up from the same city. Quite happy with the rewards and customer service.,0.32
0,service,"I ll not recommend any of my near and dear to use Tata Neu as they dont have control on their Brands to resolve a issue. If customer raises an issue with Tata Neu , they can only do is raise a complaint with the concerned brand . Until unless the Brand doesnot respond , customer will not get an update and he/she will die waiting for a resolution. Pathetic service and No one cares customers as Both Tata Neu & Brands doesnot reply to emails sent,chat doesnot work lately,cannot connect to customer care due to premium numberrs of other Brands. Better i suggest not to place orders as the pain you undergo is unimaginable.",-0.1357142857142857
0,service,Return Courier service person was speech very rude not a professional person really very disappointed,-0.4716666666666667
0,service,Useless app and customer service,-0.5
0,service,"Pathetic service. No resolution provided. Order TCP_0965291714639249408 placed on 17/04 and delivery date was 22/04, despite multiple follow ups no resolution provided. Pathetic service, you duped me of 19999",-0.6666666666666666
0,service,Very bad service and irritating email,-0.6549999999999999
0,service,"I tried once again today. After entering my phone number ,,terms of service pressed for otp ,got noresponse",0.0
0,service,Problem is not solved yet and I get mail as you problem is solved and you enjoy our services what donâ€™t know how such a brand has such worst technical team,-0.12
0,service,Good service provided with requested details on time.,0.7
0,service,Very poor UI and services,-0.52
0,service,Please try to spend some money on developing app and business and strong service before going for huge advertising campaigns spends without proper base of business advertising will just harm not only to this but also will disrepute the unimaginable goodwill on tata group that every citizen of this country believes,0.006666666666666665
0,service,Pathetic service,-1.0
0,service,I have purchased 6 products and lowest profit value is 38k+ and same has been captured in your system. Also all the product values are mentioned by your team in tickets. However neu coins are not credited in my account yet. Customer service provide same answer as team is working. I really don't understand what kind of investigation they are doing and what Information you need. If you don't provide service and offer to your customer on time please don't promise. I will stop using tata neu if I don't get response in next 48hrs.,0.16
0,service,pathetic experience with Tata Neu. i have been Big Basket for almost 6-7 months. i have never had any issues with them previously and was very happy with the service & delivery was always on time. This is the first time i ordered thru Tata Neu & was greatly disappointed & eventually had to cancel my order. i will not recommend Tata Neu to anyone,-0.11111111111111112
0,service,Ticket resolving from customer service without asking whether customer issue was resolved or not.,0.0
0,service,"I am excited to use this super app from the house of tata. With a genuine interest to improve those services, i suggest thatthe product can be improved Best wishes",0.5270833333333333
0,service,Your service is very very very bad.,-0.9099999999999998
0,service,awesome service,1.0
0,service,Pathetic site and service,-1.0
0,service,bought a product from tata neu on 19th its already 28th and customer care guys have no clue when will the installation happen. Pathetic service,-1.0
0,service,My order got cancelled again and again due to insufficient inventory. although i received the notification from the app itself about the medicine being back in stock. i am trying since 2 weeks. this kind of service is being given to PREMIUM subscribers.â€â™‚ï¸pharm easy is best.,0.38166666666666665
0,service,"Worst service ever, Order ID: TC300025068878 Still not delivered & no updates from your side",-1.0
0,service,"Tata Neu is poorest service as I have seen. No refund amount credited after 9 days of refund initiation. When you don't know how to manage services then why you start new services. Poorest service of Croma, Tata cliq, etc.",0.13636363636363635
0,service,Not good service,-0.35
0,service,very poor app didint returned money poor customer services waiting & chasing from past one month for getting my money back,-0.2925
0,service,Back customer service service,0.0
0,service,9 days after the transaction. still pending. No refund. haven't seen such a pathetic app and customer service team ever in my life. disappointed,-0.5833333333333334
0,service,Just because of 50Rs you have forced me to contact you for 4 times. Ruined your relationship with a 10year old customer. Have a courtesy and call me. And till then. Let me use your other services provider. Like I have already stopped using BB Daily. I will also stop using Big Basket,-0.06500000000000002
0,service,"Very bad service, I recevied my order very late",-0.6499999999999999
0,service,Really pathetic customer service from TataNeu. Neu coins are not credited even after multiple follow up. And TataNeu support executives are inept to resolve any concern.,-0.5
0,service,psthetic customer service. I myself wont be using tata neu often.,0.0
0,service,"The issue has still not been resolved, so why was this ticket closed. Extremely disappointed at your service.",-0.425
0,service,"It's been over 10 days since the order has been placed, there's no trace of it, customer service doesn't have info to track on delivery side. This is total failure of the whole system. As a first time customer, I expect more responsible from an esteemed organization from Tata's. This same message will go into social media soon.",0.10833333333333332
0,service,"Customer service needs to be more swift. Hope in the future the service would be more quick and the app becomes more smoother without any lag and no payment issues. I would like to highlight one thing - Customer care call service is pathetic , it must be improved. 4 - 5 times I placed a call, one single guy took the call every time. He spoke in a regional language-hindi. I asked him to speak in english or give to someone who knows english so I can communicate easily. He refused and disconnected the call(after 2-3 attempts). First thing i guess there is insufficient people in the call service team since all the 4-5 times the same person spoke and second thing the person attending should sound polite or atleast sound professional. More than anything ""service"" is something important, which makes the customer visit again. If its not improved, then its difficult to sustain in the competitive environment. That too being from India's PROUD ""TATA"" brand, I wish to see this platform grow thousandfold and flourish successfully. So, please work on the customer service and improve the platform's issues/glitches that is present currently. from a RATAN TATA's Fan",0.1867494824016563
0,service,"Customer service is worst , should be improve",-1.0
0,service,Worst service provider,-1.0
0,service,Actually my discussion with your service provider was incomplete. I would like to reengage before giving feedback.,0.0
0,service,Your customer care service is the worst,-1.0
0,service,It has made other good tata product & a services bad for me. I couldn't use my 1 mg cash to order medicine.,-0.04166666666666663
0,service,My problem is still not solved. I am surprised at the pathetic level of service by Tata neu. I am still waiting for the solution. No courtesy from you to call and ask. I have waited for 11 days just to get my TV installed and get a demo. Third class service. Will never recommend Tata neu to anyone.,-0.3
0,service,"Worst shopping experience I have ever had. The customer service personnel are unable to resolve the issues. 10 days after making a successful transaction, there was no order ID. Tata Neu customer service people asked me to call Croma and Croma personnel said there is no such order ID. I asked customer service personnel to escalate the issue and asked for a new order to be placed as the transaction was successful, but they said it was beyond their purview. Pathetic and most harrowing experience. You guys need to go a long long way to be in competition with such careless customer service. God bless you. I am disappointed to see my favourite brand go this way. .",-0.1318181818181818
0,service,No customer service support,0.0
0,service,Poor service,-0.4
0,service,Pathetic service levels.,-1.0
0,service,Worst service I applied for qik loan and collected all documents and approved. Rejected after one week,-1.0
0,service,Not happy with service as i am still waiting for my disbursement of my loan for 10 days & still wait is not over yet,-0.4
0,service,"The reason I used this Tata NEO app was Tata's loyalty. Slow application was not a problem for me which may have happened in the beginning. But its service is utter rubbish. They do not take any responsibility for any mistake. After the pending recharge transaction, I am told that if this recharge is not successful for 24 hours, then you should do another recharge, this one will be refunded to you. After remaining pending for 4 days, it is told that the recharge transaction has been successful from our side today. Which doesn't happen. Even after 12 days of customer calls and emails, the money was not refunded to me. While I also sent screenshots of transaction failure. I have uninstalled this nonsense service Tata Neo app.",-0.04833333333333335
0,service,"The reason I used this Tata NEO app was Tata's loyalty. Slow application was not a problem for me which may have happened in the beginning. But its service is utter rubbish. They do not take any responsibility for any mistake. After the pending recharge transaction, I am told that if this recharge is not successful for 24 hours, then you should do another recharge, this one will be refunded to you. After remaining pending for 4 days, it is told that the recharge transaction has been successful from our side today. Which doesn't happen. Even after 12 days of customer calls and emails, the money was not refunded to me. While I also sent screenshots of transaction failure. I have uninstalled this nonsense service Tata Neo app.",-0.04833333333333335
0,service,"The reason I used this Tata NEO app was Tata's loyalty. Slow application was not a problem for me which may have happened in the beginning. But its service is utter rubbish. They do not take any responsibility for any mistake. After the pending recharge transaction, I am told that if this recharge is not successful for 24 hours, then you should do another recharge, this one will be refunded to you. After remaining pending for 4 days, it is told that the recharge transaction has been successful from our side today. Which doesn't happen. Even after 12 days of customer calls and emails, the money was not refunded to me. While I also sent screenshots of transaction failure. I have uninstalled this nonsense service Tata Neo app.",-0.04833333333333335
0,service,"The reason I used this Tata NEO app was Tata's loyalty. Slow application was not a problem for me which may have happened in the beginning. But its service is utter rubbish. They do not take any responsibility for any mistake. After the pending recharge transaction, I am told that if this recharge is not successful for 24 hours, then you should do another recharge, this one will be refunded to you. After remaining pending for 4 days, it is told that the recharge transaction has been successful from our side today. Which doesn't happen. Even after 12 days of customer calls and emails, the money was not refunded to me. While I also sent screenshots of transaction failure. I have uninstalled this nonsense service Tata Neo app.",-0.04833333333333335
